1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,GarageFinish_None,GarageFinish_RFn,GarageFinish_Unf
684,512.0,3.0,2,0,1,684,528,2005.0,1196,4,12354,67.0,0.0,46,8,6,684,1920,2000,False,False,True
2402,0.0,2.0,4,1767,6,788,672,2008.0,2402,5,15431,105.0,200.0,72,5,10,3094,2008,2008,False,False,False
1440,0.0,4.0,1,133,5,1307,0,0.0,1440,2,12108,92.0,270.0,0,4,4,1440,1955,1955,True,False,False
1128,445.0,3.0,1,0,1,1078,360,1930.0,1573,3,6240,52.0,0.0,0,7,5,1078,1930,1992,False,False,True
1258,0.0,2.0,3,0,1,1258,648,2007.0,1258,4,3922,53.0,72.0,16,5,7,1258,2006,2007,False,False,False
933,975.0,4.0,1,642,6,273,493,1994.0,1908,4,8750,70.0,0.0,133,5,7,915,1994,1995,False,False,True
1689,0.0,3.0,1,0,1,1436,480,1956.0,1689,3,9855,73.0,0.0,0,5,6,1436,1956,1956,False,False,True
1888,0.0,2.0,1,247,0,557,578,1966.0,1888,4,16492,137.0,0.0,0,6,6,1517,1966,2002,False,False,False
956,930.0,3.0,1,0,1,930,431,1998.0,1886,4,11214,69.0,0.0,0,5,7,930,1998,1999,False,False,False
780,596.0,3.0,1,0,1,780,198,1937.0,1376,3,8600,50.0,0.0,0,6,6,780,1937,1950,False,False,True
679,504.0,2.0,1,331,5,318,308,1981.0,1183,3,6000,50.0,0.0,176,7,3,649,1948,2002,False,False,True
813,0.0,2.0,1,0,1,813,270,1932.0,813,4,5684,70.0,0.0,113,8,6,813,1930,2005,False,False,True
1533,0.0,2.0,4,655,5,878,576,1975.0,1533,4,70761,62.0,0.0,54,5,7,1533,1975,1975,False,False,True
888,868.0,3.0,1,742,5,130,422,1996.0,1756,3,9303,69.0,42.0,122,5,6,872,1996,1997,False,False,False
786,0.0,3.0,1,0,1,768,676,2008.0,1590,4,9000,75.0,0.0,30,5,8,768,2008,2008,False,True,False
1728,0.0,4.0,1,1606,5,122,560,1976.0,1728,3,9297,63.0,0.0,0,5,5,1728,1976,1976,False,False,True
1242,0.0,3.0,1,916,5,326,528,1973.0,1242,3,9600,80.0,320.0,0,6,7,1242,1973,1973,False,False,True
624,720.0,4.0,1,0,1,624,513,1916.0,1344,3,4571,34.0,0.0,0,5,5,624,1916,1950,False,False,True
1663,0.0,2.0,4,1116,4,248,529,1954.0,1663,4,53227,69.0,0.0,137,6,4,1364,1954,1994,True,False,False
833,833.0,3.0,1,0,1,588,228,1925.0,1666,4,5100,69.0,0.0,63,7,8,588,1925,1996,False,False,True
979,224.0,3.0,1,185,2,524,352,1950.0,1203,4,7015,69.0,161.0,0,4,5,709,1950,1950,False,False,True
832,1103.0,3.0,1,544,6,288,552,2009.0,1935,3,8004,75.0,110.0,150,5,8,832,2009,2009,False,False,False
575,560.0,3.0,1,350,5,0,576,1971.0,1135,4,7200,60.0,0.0,0,9,7,560,1936,2007,False,True,False
864,0.0,3.0,1,553,3,0,360,1965.0,864,3,8281,60.0,0.0,0,5,5,864,1965,1965,False,False,True
849,811.0,3.0,1,326,2,389,240,1939.0,1660,3,11988,74.0,0.0,0,7,6,715,1934,1995,False,False,True
1040,0.0,3.0,1,616,3,424,0,0.0,1040,3,8430,60.0,136.0,0,5,5,1040,1978,1978,True,False,False
1414,0.0,2.0,1,0,1,1375,398,2004.0,1414,4,3072,69.0,18.0,20,5,7,1375,2004,2004,False,False,False
1277,0.0,2.0,4,778,6,499,526,1970.0,1277,3,10628,85.0,0.0,0,5,7,1277,1970,1970,False,False,True
888,0.0,3.0,1,386,2,342,312,1942.0,1644,4,9480,79.0,224.0,0,7,5,728,1942,1995,False,False,True
1634,0.0,3.0,1,0,1,1626,866,2006.0,1634,4,11428,98.0,248.0,44,5,8,1626,2006,2006,True,False,False
832,878.0,3.0,1,426,6,406,506,1993.0,1710,4,9291,76.0,120.0,70,5,6,832,1993,1993,False,True,False
1502,0.0,1.0,3,368,6,0,528,1985.0,1502,4,6820,69.0,0.0,54,5,8,1488,1985,1985,False,True,False
1161,808.0,3.0,1,0,1,808,534,1977.0,1969,3,11952,92.0,0.0,0,6,7,808,1977,1977,False,True,False
1072,0.0,2.0,4,459,0,88,525,2005.0,1072,3,3675,35.0,80.0,28,5,6,547,2005,2005,True,False,False
1976,0.0,2.0,4,1350,0,626,908,2006.0,1976,4,14977,110.0,304.0,63,5,8,1976,2006,2007,False,True,False
1652,0.0,2.0,3,1196,6,298,499,2000.0,1652,5,5330,41.0,0.0,48,5,8,1494,2000,2000,False,True,False
970,0.0,2.0,1,630,6,340,624,1996.0,970,3,8480,80.0,0.0,24,6,5,970,1963,1963,False,False,True
1493,0.0,3.0,4,994,6,484,508,1997.0,1493,4,13125,75.0,215.0,39,5,6,1478,1997,1998,False,False,False
2069,574.0,3.0,3,0,1,2153,694,2006.0,2643,5,13693,105.0,772.0,84,5,9,2153,2006,2006,False,False,False
1718,0.0,3.0,4,1288,6,417,826,2007.0,1718,4,10637,79.0,336.0,44,5,8,1705,2007,2008,False,True,False
1131,0.0,3.0,1,168,3,739,672,1995.0,1131,3,5925,50.0,435.0,72,7,4,907,1937,2000,False,False,True
1850,0.0,3.0,4,1261,6,572,772,2004.0,1850,4,16033,98.0,378.0,112,5,9,1833,2004,2005,False,False,False
1792,0.0,2.0,4,1567,6,225,874,2003.0,1792,5,11846,72.0,562.0,49,5,9,1792,2003,2004,False,False,False
916,0.0,4.0,1,299,5,611,164,1915.0,1826,5,2500,50.0,0.0,0,8,7,910,1915,2005,False,False,True
1216,0.0,2.0,1,897,6,319,402,1998.0,1216,3,4500,32.0,116.0,125,5,6,1216,1998,1998,False,False,True
999,0.0,3.0,1,588,5,411,264,1963.0,999,4,7758,69.0,0.0,132,7,5,999,1962,2001,False,False,True
1113,0.0,3.0,1,607,5,506,264,1950.0,1113,4,9600,80.0,0.0,80,7,5,1113,1950,2007,False,False,True
1073,0.0,3.0,1,836,5,237,515,1965.0,1073,3,10289,79.0,168.0,0,7,5,1073,1965,1965,False,True,False
1484,0.0,3.0,3,998,5,486,487,1971.0,1484,3,12243,70.0,0.0,0,6,5,1484,1971,1971,False,False,True
1766,648.0,3.0,1,664,4,290,520,1970.0,2414,3,10800,60.0,0.0,0,4,5,954,1900,1970,True,False,False
630,0.0,3.0,3,515,6,115,286,1970.0,630,4,1526,21.0,0.0,0,8,4,630,1970,2002,False,False,True
616,688.0,3.0,2,0,1,264,336,1976.0,1304,3,2665,69.0,0.0,24,6,5,264,1976,1976,False,False,False
958,620.0,3.0,1,403,4,238,240,1941.0,1578,2,9490,79.0,0.0,0,7,6,806,1941,1950,False,False,True
728,728.0,3.0,1,0,1,728,429,2006.0,1456,3,15578,105.0,0.0,0,5,6,728,2006,2006,False,True,False
1269,0.0,3.0,1,374,4,363,308,1964.0,1269,3,7931,70.0,0.0,0,6,5,1269,1960,1960,False,False,True
886,0.0,2.0,1,0,1,190,273,1938.0,886,3,5784,50.0,0.0,20,8,5,190,1938,1996,False,False,True
720,0.0,2.0,1,495,3,225,0,0.0,720,3,7879,60.0,0.0,523,5,4,720,1920,1950,True,False,False
3228,0.0,3.0,1,1231,6,1969,546,1992.0,3228,4,12692,69.0,0.0,75,5,8,3200,1992,1993,True,False,False
1133,687.0,4.0,1,329,3,697,240,1925.0,1820,3,9120,60.0,0.0,100,6,7,1026,1925,1950,False,False,True
899,0.0,3.0,1,450,5,414,288,1967.0,899,4,7800,65.0,89.0,0,7,5,864,1967,2004,False,False,False
912,0.0,2.0,1,111,4,522,297,1958.0,912,3,7535,70.0,0.0,285,7,5,912,1958,1985,False,False,False
672,546.0,3.0,1,356,4,316,264,1973.0,1218,3,1890,21.0,285.0,28,5,6,672,1973,1973,False,False,True
866,902.0,3.0,1,400,6,466,603,2005.0,1768,4,9803,75.0,0.0,108,5,7,866,2005,2005,False,True,False
1214,0.0,2.0,1,698,5,420,461,1965.0,1214,3,9170,70.0,0.0,0,7,5,1214,1965,1965,False,False,True
1801,0.0,1.0,1,1247,5,254,484,1959.0,1801,3,15602,100.0,0.0,54,8,7,1501,1959,1997,False,False,False
855,0.0,3.0,1,257,5,103,440,1974.0,1322,3,2308,24.0,0.0,0,5,6,855,1974,1974,False,False,True
960,1000.0,4.0,1,0,1,960,400,1952.0,1960,3,7596,60.0,360.0,0,5,5,960,1952,1952,False,False,True
1065,846.0,3.0,1,380,0,397,471,1993.0,1911,4,9554,80.0,125.0,81,5,8,777,1993,1994,False,True,False
1218,0.0,2.0,1,27,6,1191,676,2009.0,1218,4,7862,75.0,0.0,102,5,6,1218,2009,2009,False,False,False
689,689.0,3.0,1,141,3,548,360,1928.0,1378,4,9600,60.0,0.0,0,9,7,689,1928,2005,False,False,True
1041,0.0,3.0,1,991,5,50,270,1959.0,1041,3,9600,80.0,132.0,88,6,5,1041,1959,1959,False,True,False
1363,0.0,2.0,1,650,4,178,288,1951.0,1363,3,14559,75.0,70.0,42,7,5,1008,1951,2000,False,False,True
1368,0.0,2.0,1,0,1,1368,474,2005.0,1368,4,6792,40.0,94.0,35,5,7,1368,2005,2006,True,False,False
864,0.0,3.0,1,521,4,169,624,1964.0,864,3,9100,70.0,0.0,0,5,5,864,1958,1958,True,False,False
1080,0.0,3.0,1,336,5,748,484,1983.0,1080,3,9187,71.0,0.0,0,5,6,1084,1983,1983,False,False,True
789,0.0,2.0,1,0,1,768,200,1926.0,789,3,10594,55.0,0.0,0,5,5,768,1926,1950,False,False,True
2020,0.0,3.0,1,1436,6,570,900,2009.0,2020,5,12220,94.0,305.0,54,5,10,2006,2009,2009,False,False,False
1378,741.0,3.0,1,0,1,689,583,1972.0,2119,3,10448,69.0,333.0,104,6,6,689,1972,1972,True,False,False
1277,1067.0,3.0,1,0,1,1264,889,1996.0,2344,4,10208,79.0,921.0,0,5,7,1264,1996,1997,False,True,False
882,914.0,3.0,2,706,6,88,546,1998.0,1796,3,9531,69.0,0.0,36,5,6,794,1998,1998,False,True,False
1276,804.0,3.0,1,0,1,1276,282,1926.0,2080,4,10918,53.0,0.0,0,9,7,1276,1926,2004,False,False,True
694,600.0,3.0,0,0,0,0,0,0.0,1294,3,10800,60.0,0.0,114,7,4,0,1900,2000,True,False,False
1244,0.0,3.0,1,777,3,467,336,1957.0,1244,3,11988,90.0,0.0,40,6,6,1244,1957,1957,False,False,True
1004,0.0,3.0,1,399,5,605,420,1950.0,1664,3,5000,50.0,0.0,24,7,6,1004,1947,1950,True,False,False
3138,1538.0,3.0,4,2260,6,878,884,2007.0,4676,5,40094,130.0,762.0,406,5,10,3138,2007,2008,False,False,False
1383,1015.0,3.0,1,719,0,660,834,1996.0,2398,4,11787,95.0,594.0,60,5,7,1379,1996,1997,False,False,False
1266,0.0,3.0,1,0,1,1257,453,2005.0,1266,4,7500,62.0,0.0,144,5,7,1257,2005,2005,False,False,True
928,0.0,2.0,1,377,3,551,252,1956.0,928,3,13300,70.0,0.0,0,7,5,928,1956,2000,False,False,True
1476,1237.0,3.0,3,1330,6,122,858,2008.0,2713,5,14948,67.0,268.0,66,5,9,1452,2008,2008,False,False,False
605,0.0,2.0,2,348,0,180,0,0.0,605,3,9098,58.0,0.0,0,7,4,528,1920,2002,True,False,False
2515,0.0,4.0,1,1219,3,816,484,1975.0,2515,3,32668,69.0,0.0,0,3,6,2035,1957,1975,True,False,False
1509,0.0,3.0,3,783,6,678,600,1988.0,1509,4,10200,85.0,219.0,0,5,6,1461,1988,1989,False,True,False
751,611.0,3.0,2,0,1,611,502,1920.0,1362,3,6155,60.0,0.0,0,8,6,611,1920,1999,False,False,False
827,0.0,2.0,0,0,0,0,392,1967.0,827,3,7200,60.0,0.0,0,7,5,0,1955,2007,True,False,False
334,0.0,1.0,0,0,0,0,0,0.0,334,2,5000,50.0,0.0,0,3,1,0,1946,1950,True,False,False
707,707.0,3.0,3,0,1,707,403,2004.0,1414,4,9056,74.0,0.0,35,5,8,707,2004,2004,False,False,False
820,527.0,3.0,4,969,6,148,0,0.0,1347,3,7000,70.0,0.0,0,7,5,1117,1910,1991,True,False,False
880,844.0,3.0,3,0,1,880,527,1998.0,1724,4,8924,57.0,0.0,155,5,7,880,1998,1999,False,False,False
864,0.0,3.0,1,600,4,264,576,1980.0,864,3,12735,69.0,0.0,0,5,4,864,1972,1972,False,False,True
1159,0.0,3.0,1,673,4,378,336,1968.0,1159,3,11553,69.0,188.0,0,5,5,1051,1968,1968,False,False,True
1601,0.0,3.0,3,1358,6,223,670,2001.0,1601,4,11423,69.0,479.0,0,5,8,1581,2001,2002,False,True,False
1838,0.0,2.0,3,1260,6,578,765,2006.0,1838,5,14601,85.0,584.0,68,5,9,1838,2006,2006,True,False,False
997,1288.0,4.0,1,0,1,969,648,2000.0,2285,4,11000,69.0,72.0,56,5,8,969,2000,2000,False,False,False
1680,0.0,3.0,1,144,2,379,583,1998.0,1680,4,10140,78.0,0.0,73,5,7,1650,1998,1999,False,False,False
767,0.0,1.0,3,584,6,0,367,1998.0,767,3,4058,34.0,182.0,40,5,7,723,1998,1998,False,False,False
664,0.0,3.0,3,554,6,100,426,2006.0,1496,4,17104,58.0,0.0,24,5,7,654,2006,2006,False,True,False
1377,806.0,4.0,1,1002,6,0,786,1988.0,2183,4,13837,69.0,178.0,0,5,7,1204,1988,1988,False,False,True
915,720.0,3.0,1,300,3,765,440,1950.0,1635,3,8737,70.0,0.0,38,7,6,1065,1923,1950,False,False,True
768,0.0,2.0,3,619,5,149,624,1987.0,768,3,7244,54.0,0.0,0,7,5,768,1970,1970,False,False,True
825,0.0,2.0,1,180,2,0,720,1963.0,825,3,8235,49.0,0.0,50,7,5,825,1955,1995,False,True,False
912,1182.0,4.0,1,0,1,912,615,2003.0,2094,4,9375,75.0,0.0,182,5,7,912,2003,2004,False,False,False
1069,0.0,2.0,1,559,5,510,440,1977.0,1069,3,4043,53.0,0.0,55,6,6,1069,1977,1977,False,True,False
928,0.0,3.0,1,308,3,620,288,1957.0,928,3,6000,50.0,0.0,0,6,5,928,1957,1957,False,False,False
1717,0.0,3.0,3,0,1,1709,908,2006.0,1717,4,11146,87.0,250.0,39,5,8,1709,2006,2006,False,True,False
1126,0.0,2.0,0,0,0,0,520,2002.0,1126,4,8777,67.0,0.0,96,5,4,0,1949,2003,False,False,False
1006,1040.0,3.0,1,866,6,132,871,2003.0,2046,4,10625,85.0,292.0,62,5,7,998,2003,2004,False,True,False
1048,0.0,2.0,1,0,1,993,280,1922.0,1048,3,6380,58.0,0.0,0,6,5,993,1922,1950,False,False,True
1092,0.0,2.0,1,895,3,197,299,1957.0,1092,3,14850,69.0,0.0,0,5,5,1092,1957,1957,False,False,False
897,439.0,3.0,1,637,3,0,570,1994.0,1336,3,11040,60.0,0.0,47,6,4,637,1920,1950,False,False,True
729,717.0,3.0,4,604,6,125,406,1996.0,1446,3,21872,57.0,0.0,22,5,7,729,1996,1997,False,False,True
1557,0.0,2.0,4,0,1,1374,420,2003.0,1557,4,3196,69.0,18.0,20,5,7,1374,2003,2004,False,False,False
1392,0.0,3.0,1,1302,0,90,528,1957.0,1392,3,11341,69.0,180.0,0,6,5,1392,1957,1996,False,False,True
1389,0.0,2.0,3,1071,5,195,418,1975.0,1389,3,10010,77.0,0.0,38,5,5,1389,1974,1975,False,True,False
996,0.0,3.0,1,290,4,706,0,0.0,996,3,13907,63.0,0.0,0,6,5,996,1940,1969,True,False,False
1163,511.0,4.0,2,0,1,1163,396,1955.0,1674,3,21780,66.0,0.0,36,7,6,1163,1918,1950,False,False,False
1166,1129.0,4.0,1,728,6,367,590,1992.0,2295,4,13346,69.0,0.0,40,5,7,1095,1992,2000,False,True,False
841,806.0,4.0,1,0,1,806,216,1920.0,1647,2,6858,66.0,0.0,66,4,6,806,1915,1950,False,False,True
1134,1370.0,4.0,1,0,1,1122,656,2005.0,2504,5,11198,77.0,245.0,39,5,9,1122,2005,2007,False,False,False
1535,0.0,3.0,1,2,6,1515,532,2004.0,1535,4,10171,70.0,168.0,0,5,7,1517,2004,2004,False,True,False
1496,636.0,1.0,4,1441,6,55,612,1983.0,2132,4,12327,79.0,0.0,40,8,8,1496,1983,2009,False,False,False
943,0.0,2.0,4,943,6,0,600,1979.0,943,3,7032,69.0,0.0,0,5,5,943,1979,1979,False,False,True
1728,0.0,6.0,1,231,2,1497,576,1987.0,1728,3,13101,74.0,108.0,0,5,5,1728,1965,1965,False,False,True
864,0.0,2.0,1,414,0,450,288,1959.0,864,4,7332,60.0,207.0,0,6,6,864,1959,1959,False,False,True
846,846.0,3.0,3,0,1,846,650,2009.0,1692,4,13159,83.0,0.0,114,5,7,846,2009,2009,False,True,False
774,656.0,3.0,1,0,0,384,400,2000.0,1430,3,9967,76.0,0.0,0,5,7,384,2000,2000,False,True,False
576,533.0,3.0,3,349,5,23,288,1971.0,1109,3,10500,70.0,82.0,0,7,5,372,1971,2005,False,False,True
832,384.0,2.0,1,442,3,390,336,1947.0,1216,3,8480,80.0,0.0,0,5,5,832,1947,1950,False,False,True
877,600.0,3.0,1,0,1,861,216,1928.0,1477,3,6292,52.0,0.0,50,7,7,861,1928,1950,False,False,True
1320,0.0,3.0,3,328,2,285,564,1966.0,1320,3,11777,96.0,97.0,68,6,5,1164,1966,1966,True,False,False
703,689.0,2.0,1,0,1,689,540,2007.0,1392,4,3604,34.0,0.0,102,5,7,689,2007,2007,False,False,True
1050,745.0,4.0,1,0,1,1050,352,1954.0,1795,3,12150,81.0,335.0,0,5,5,1050,1954,1954,False,False,True
1429,0.0,3.0,1,594,4,331,572,1960.0,1429,4,14585,69.0,85.0,110,6,6,1144,1960,1987,False,False,True
2042,0.0,3.0,1,0,0,2042,1390,2009.0,2042,5,12704,98.0,306.0,90,5,8,2042,2008,2009,False,True,False
816,0.0,3.0,3,816,6,0,0,0.0,816,3,11841,81.0,104.0,32,5,6,816,1990,1990,True,False,False
1521,0.0,3.0,1,0,1,1237,880,1988.0,2775,4,13500,75.0,0.0,502,9,10,1237,1893,2000,False,False,True
989,584.0,3.0,1,0,0,884,240,1935.0,1573,4,6120,51.0,0.0,0,7,4,884,1935,1995,False,False,True
2028,0.0,2.0,4,1460,6,408,880,2005.0,2028,4,11443,88.0,208.0,66,5,8,1868,2005,2006,False,True,False
838,0.0,2.0,2,210,3,0,275,1961.0,838,2,10267,55.0,0.0,0,7,6,816,1918,2000,False,False,False
860,0.0,2.0,3,672,5,168,528,1996.0,860,3,8740,74.0,0.0,0,6,5,840,1982,1982,False,False,True
1473,0.0,1.0,4,1324,6,113,452,1968.0,1473,5,25095,65.0,0.0,48,8,5,1437,1968,2003,False,False,True
779,0.0,2.0,1,0,1,742,308,1988.0,935,3,9100,50.0,0.0,0,6,5,742,1930,1960,False,False,True
770,812.0,3.0,1,490,6,280,520,2004.0,1582,4,8320,64.0,0.0,45,5,7,770,2004,2004,False,True,False
1728,568.0,3.0,4,1338,6,384,842,2008.0,2296,5,13478,97.0,420.0,274,5,10,1722,2008,2008,False,True,False
816,0.0,2.0,1,816,0,0,816,1985.0,816,3,6600,60.0,0.0,0,8,5,816,1982,2003,False,False,False
848,0.0,1.0,3,685,6,163,420,2003.0,848,4,4435,69.0,170.0,0,5,6,848,2003,2003,True,False,False
924,0.0,3.0,1,0,1,924,280,1981.0,924,3,7990,88.0,0.0,0,6,5,924,1975,1975,False,False,True
1826,0.0,3.0,4,1422,6,392,758,2005.0,1826,4,11302,69.0,238.0,75,5,8,1814,2005,2006,True,False,False
684,684.0,3.0,1,0,1,684,216,1930.0,1368,3,3600,60.0,0.0,158,7,6,684,1910,1993,False,False,True
1402,0.0,2.0,3,0,1,1258,648,2006.0,1402,4,3922,53.0,72.0,16,5,7,1258,2006,2007,False,False,False
1647,0.0,3.0,2,1283,5,0,621,1977.0,1647,4,12984,80.0,459.0,0,6,5,1430,1977,1977,False,False,False
716,840.0,3.0,1,81,0,23,452,1980.0,1556,3,1950,24.0,0.0,0,6,6,716,1980,1980,False,False,False
1058,846.0,3.0,3,546,6,512,736,2003.0,1904,5,10927,74.0,280.0,60,5,8,1058,2005,2005,False,False,False
780,595.0,3.0,1,0,0,780,544,1979.0,1375,4,9000,50.0,0.0,162,6,6,780,1937,1950,False,False,True
927,988.0,3.0,2,789,6,119,506,1992.0,1915,4,10041,80.0,0.0,150,5,8,908,1992,1992,False,False,False
600,600.0,2.0,1,0,1,600,480,2004.0,1200,4,3182,30.0,0.0,172,5,7,600,2004,2005,False,True,False
1494,0.0,3.0,2,922,6,572,530,2002.0,1494,4,12803,88.0,99.0,36,5,7,1494,2002,2002,False,True,False
1186,800.0,3.0,1,454,4,314,486,1965.0,1986,3,13600,85.0,176.0,42,6,7,768,1965,1990,False,False,True
1040,0.0,3.0,1,732,6,308,576,2000.0,1040,4,12464,82.0,0.0,0,5,5,1040,1996,1996,True,False,False
1112,896.0,3.0,1,603,6,293,230,1948.0,2008,5,7800,78.0,0.0,0,8,5,896,1948,2002,False,False,True
1940,1254.0,4.0,2,428,4,537,380,1934.0,3194,3,12168,78.0,0.0,0,6,8,965,1934,1998,False,False,True
1029,0.0,3.0,2,903,3,126,261,1961.0,1029,3,7943,61.0,192.0,0,5,4,1029,1961,1961,False,False,True
1476,677.0,3.0,2,904,6,536,736,2000.0,2153,5,11050,69.0,204.0,142,5,9,1440,2000,2000,False,False,False
1032,0.0,3.0,3,605,5,427,564,1978.0,1032,3,10395,69.0,233.0,0,6,6,1032,1978,1978,False,False,True
1299,573.0,3.0,3,990,6,309,531,2001.0,1872,5,11885,69.0,108.0,122,5,8,1299,2001,2001,False,True,False
1120,0.0,3.0,1,206,5,914,0,0.0,1120,3,8402,70.0,0.0,30,5,5,1120,2007,2007,True,False,False
630,0.0,1.0,3,150,2,0,0,0.0,630,3,1491,21.0,0.0,24,6,4,630,1972,1972,True,False,False
1054,0.0,3.0,4,763,6,173,480,1963.0,1054,4,8800,80.0,156.0,0,7,6,936,1963,1963,False,True,False
807,702.0,3.0,1,457,6,326,393,2002.0,1509,4,7861,69.0,0.0,75,5,6,783,2002,2003,False,False,False
832,0.0,2.0,1,0,1,832,528,1962.0,832,4,7227,59.0,0.0,0,6,6,832,1954,1954,False,False,True
1828,0.0,3.0,3,48,0,1774,774,2007.0,1828,4,11694,90.0,452.0,108,5,9,1822,2007,2007,False,False,True
1482,780.0,3.0,4,871,6,611,749,2003.0,2262,4,12244,85.0,226.0,0,5,8,1482,2003,2003,False,False,False
864,0.0,2.0,1,41,4,823,0,0.0,864,3,8248,45.0,0.0,0,3,3,864,1914,1950,True,False,False
1548,1066.0,4.0,1,956,5,384,624,1974.0,2614,3,10800,90.0,0.0,243,7,6,1522,1974,1997,False,True,False
980,0.0,3.0,1,560,4,420,484,1986.0,980,3,7064,71.0,153.0,0,6,5,980,1977,1977,False,False,True
756,756.0,2.0,1,420,6,336,440,2000.0,1512,4,2117,69.0,513.0,32,5,6,756,2000,2000,False,False,True
1012,778.0,4.0,1,247,3,485,484,1972.0,1790,3,10400,80.0,288.0,0,5,6,732,1972,1972,False,True,False
1116,0.0,3.0,1,0,1,1116,440,1962.0,1116,3,10000,87.0,261.0,0,6,6,1116,1962,1962,False,False,True
1422,0.0,3.0,1,0,1,978,286,1960.0,1422,3,12342,69.0,0.0,0,5,5,978,1960,1978,False,True,False
1520,0.0,3.0,3,674,4,350,364,1955.0,1520,3,9600,80.0,164.0,0,6,6,1156,1955,1972,False,True,False
1040,1040.0,5.0,3,650,3,390,504,1969.0,2080,2,11606,70.0,192.0,0,5,5,1040,1969,1969,False,False,True
1350,0.0,3.0,4,624,6,288,520,1964.0,1350,3,9020,82.0,259.0,0,5,6,1248,1964,1964,False,True,False
1089,661.0,3.0,1,0,1,636,240,1937.0,1750,5,9000,50.0,0.0,0,6,5,636,1880,1991,False,False,True
1554,0.0,2.0,2,24,6,1530,627,2006.0,1554,4,4590,34.0,108.0,73,5,8,1554,2006,2006,False,True,False
1411,0.0,3.0,1,822,5,564,544,1977.0,1411,3,11900,85.0,209.0,0,5,7,1386,1977,1977,False,False,False
1056,0.0,3.0,1,480,4,108,260,1954.0,1056,3,9250,80.0,0.0,0,7,5,1056,1954,2005,False,False,True
1056,0.0,0.0,1,1056,6,0,576,1980.0,1056,3,6979,64.0,0.0,56,5,6,1056,1980,1980,False,False,True
1440,1440.0,8.0,1,256,2,1184,0,0.0,3395,2,10896,60.0,0.0,110,7,6,1440,1914,1995,True,False,False
800,0.0,1.0,1,0,1,264,0,0.0,800,2,6120,51.0,0.0,0,3,2,264,1936,1950,True,False,False
811,576.0,3.0,1,0,1,811,256,1954.0,1387,4,6000,50.0,0.0,0,4,5,811,1954,1954,False,False,True
796,0.0,2.0,1,0,1,796,0,0.0,796,3,8777,67.0,0.0,0,7,5,796,1910,1950,True,False,False
1567,0.0,1.0,3,1154,6,366,648,2006.0,1567,5,3982,53.0,0.0,0,5,8,1520,2006,2006,False,False,False
1518,0.0,1.0,4,1218,6,300,588,2003.0,1518,5,12677,62.0,472.0,140,5,8,1518,2003,2004,False,True,False
1057,872.0,3.0,1,738,0,319,650,2001.0,1929,4,7050,69.0,0.0,235,5,7,1057,2001,2001,False,False,False
2000,704.0,4.0,4,1410,0,542,538,1972.0,2704,5,13860,75.0,0.0,111,7,8,1952,1972,1995,False,False,False
780,840.0,4.0,1,493,3,0,462,1969.0,1620,3,10793,80.0,263.0,0,5,5,780,1969,1969,False,False,False
1766,0.0,3.0,2,1121,6,645,478,2009.0,1766,5,9187,85.0,162.0,130,5,9,1766,2009,2009,False,False,False
981,0.0,3.0,1,282,5,664,576,1979.0,981,3,10530,69.0,0.0,312,5,6,981,1971,1971,False,False,True
1048,0.0,3.0,0,0,0,0,420,1950.0,1048,3,7200,60.0,0.0,27,5,5,0,1950,1950,False,False,True
1094,0.0,3.0,2,500,3,594,495,1953.0,1094,3,10452,85.0,216.0,0,5,6,1094,1953,1953,True,False,False
1051,788.0,4.0,1,0,1,756,442,1966.0,1839,3,7700,70.0,351.0,124,5,6,756,1966,1966,False,False,True
630,0.0,1.0,3,131,4,0,0,0.0,630,3,1936,21.0,0.0,0,6,4,630,1970,1970,True,False,False
822,843.0,3.0,1,0,1,813,562,2007.0,1665,4,8125,65.0,0.0,0,6,7,813,2007,2007,False,True,False
755,755.0,4.0,2,0,1,755,296,1940.0,1510,3,9084,60.0,0.0,0,5,4,755,1940,1950,True,False,False
909,807.0,2.0,1,0,1,880,512,1996.0,1716,4,8750,70.0,0.0,120,5,7,880,1996,1996,False,True,False
756,713.0,3.0,1,0,0,756,216,1906.0,1469,3,10320,60.0,0.0,0,7,6,756,1906,1995,False,False,True
2113,0.0,2.0,4,1696,6,413,839,1995.0,2113,4,10437,91.0,660.0,46,6,8,2109,1995,1995,False,False,False
525,0.0,3.0,1,0,1,525,264,1971.0,1092,3,1680,21.0,381.0,0,5,6,525,1971,1971,False,False,True
1053,0.0,3.0,1,806,5,247,312,1959.0,1053,4,10007,72.0,54.0,0,7,5,1053,1959,2006,False,True,False
851,651.0,3.0,1,0,1,776,270,1931.0,1502,3,7200,60.0,0.0,0,6,7,776,1931,2000,False,True,False
912,546.0,3.0,1,0,1,912,330,1948.0,1458,3,17503,78.0,0.0,0,5,6,912,1948,1950,False,False,True
1486,0.0,3.0,1,637,4,849,480,1968.0,1486,3,9937,75.0,0.0,0,7,5,1486,1964,1999,False,False,False
1142,793.0,3.0,1,0,1,793,550,1976.0,1935,3,12384,69.0,233.0,113,7,7,793,1976,1976,False,True,False
